DATE,RVD_ABC,RVD_DE,CCL,CCL_SM,CCL_L,CCL_HK,CCL_KLN,CCL_NTE,CCL_NTW,CCL_MAS,CSI,CVI,RVD_R,RVD_R,LR_TTV,LR_C ,BSD_CA,BSD_TC,SSD_CA,SSD_TC,DSD_CA,DSD_TC,BIRTH,DEATH,MARR,UNEMP,UND_EMP,CCPI,UN_INF,GDP,HSI,MI,RIR,BLR,HIBOR,MA_LTV,MA_1LA,MA_2LA,MA_1CA,MA_2CA,COMP,St_CH,VAC_R,PHS
1/6/2003,58.8,68.1,32.4,31.58,35.65,33.18,31.13,34.14,29.17,33.52,,,71.5,5.6,4833,8969000000,,,,,,,3699,2919,2419,0.086,0.043,72.5,-0.032042724,293356,9577.120117,24000,0.042842724,0.05,0.0111,0.649,3307000000,2252000000,2158,2409,2200,-0.0782,0.068,413
1/7/2003,57.9,67.4,32.35,31.56,35.47,33.62,31.19,33.65,28.67,33.6,,,71.5,5.7,6525,12493000000,,,,,,,3954,2839,1858,0.087,0.042,71.8,-0.040106952,323046,10134.83008,24000,0.050706952,0.05,0.0117,0.661,4762000000,2593000000,3503,2701,2200,-0.0782,0.068,413
1/8/2003,58,68.4,31.92,31.18,34.7,32.63,31.59,33.41,28.01,33.09,,,71.5,5.7,6559,12203000000,,,,,,,3571,2559,1936,0.086,0.04,71.7,-0.038873995,323046,10908.99023,24000,0.049273995,0.05,0.0113,0.642,2790000000,2193000000,2008,2373,2200,-0.0782,0.068,413
1/9/2003,60.3,71.8,32.93,32.29,35,34.6,32.19,35.31,27.85,34.23,,,70.6,5.3,5632,11247000000,,,,,,,3963,2830,3442,0.083,0.036,71.9,-0.03230148,323046,11229.87012,24000,0.04100148,0.05,0.0066,0.643,3832000000,2759000000,2330,2796,2200,-0.0782,0.068,413
1/10/2003,62.6,75.7,34.74,34.1,36.61,36.82,33.61,37.25,29.43,36.19,,,71,5.1,9360,27730000000,,,,,,,4414,2808,3219,0.08,0.035,72.3,-0.0269179,335810,12190.09961,24500,0.0283179,0.05,0.0022,0.648,5868000000,3711000000,3438,3539,2200,-0.0782,0.068,413
1/11/2003,63.6,76.5,35.9,35.23,37.84,38.05,34.82,39.47,29.63,37.29,,,71.6,5.1,7811,17636000000,,,,,,,4320,2817,4606,0.075,0.034,72.5,-0.022911051,335810,12317.46973,24500,0.023711051,0.05,0.0013,0.642,3876000000,3393000000,2255,2999,2200,-0.0782,0.068,413
1/12/2003,64.5,81.1,37.07,36.37,39.26,39.15,36.01,40.34,31.2,38.54,,,72,5.1,6967,15370000000,,,,,,,4345,3281,4236,0.074,0.033,72.6,-0.018918919,335810,12575.94043,24500,0.020418919,0.05,0.0009,0.653,4336000000,3414000000,2504,2960,2200,-0.0782,0.068,413
1/1/2004,68.5,84.5,38.04,37.32,40.18,40.51,36.58,41.53,31.83,39.58,,,73.2,4.9,7726,18028000000,,,,,,,3760,3492,2844,0.073,0.033,72.8,-0.01488498,313811,13289.37012,25700,0.01558498,0.05,0.0008,0.649,4863000000,3803000000,2864,3179,2170,0.0268,0.062,1835
1/2/2004,72.1,89.7,40.69,39.96,42.73,43.94,39.41,43.11,33.46,42.38,,,73.6,4.6,9449,26311000000,,,,,,,3205,3444,2996,0.072,0.033,72.3,-0.020325203,313811,13907.03027,25700,0.021025203,0.05,0.001,0.649,5769000000,5529000000,3142,3896,2170,0.0268,0.062,1835
1/3/2004,76.7,98,44.38,43.55,46.97,49.13,42.45,46.52,35.46,46.22,,,75.1,4.4,11449,32995000000,,,,,,,3780,3536,3840,0.072,0.034,72.4,-0.0202977,313811,12681.66992,25700,0.0209977,0.05,0.0008,0.644,5128000000,8195000000,2774,5765,2170,0.0268,0.062,1835
1/4/2004,78,99.2,46.14,45.24,49.09,49.88,45.33,48.28,37.16,47.97,,,76.1,4.4,8994,26724000000,,,,,,,3503,3181,2661,0.071,0.034,72.8,-0.01488498,317077,11942.95996,24100,0.01568498,0.05,0.0016,0.636,2419000000,6808000000,1427,4708,2170,0.0268,0.062,1835
1/5/2004,76.2,98.1,46.71,45.6,50.95,49.9,45.04,50.03,37.85,48.14,,,76.2,4.5,7380,19864000000,,,,,,,3513,2867,3279,0.07,0.035,72.5,-0.008207934,317077,12198.24023,24100,0.009107934,0.05,0.0015,0.627,1994000000,5852000000,980,4143,2170,0.0268,0.062,1835
1/6/2004,73.3,96.2,47.03,45.86,51.69,51.38,44.95,48.78,37.54,48.49,,,76.6,4.7,7362,17726000000,,,,,,,3756,2964,3152,0.069,0.035,72.4,-0.00137931,317077,12285.75,24100,0.00267931,0.05,0.0015,0.619,2760000000,5178000000,1361,3890,2170,0.0268,0.062,1835
1/7/2004,73.5,96.3,46.55,45.38,51.3,50.33,44.92,47.77,37.68,48.03,,,76.4,4.7,6911,16026000000,,,,,,,3972,3102,2966,0.069,0.035,72.5,0.009749304,333880,12238.03027,24500,-0.008449304,0.05,0.0041,0.622,3481000000,4618000000,2015,3542,2170,0.0268,0.062,1835
1/8/2004,76.3,96.4,45.35,44.11,50.61,48.62,43.86,47.83,36.05,46.6,,,76.9,4.6,5716,14142000000,,,,,,,4137,2993,2441,0.068,0.033,72.3,0.008368201,333880,12850.28027,24500,-0.004568201,0.05,0.0044,0.636,2790000000,5257000000,1284,3778,2170,0.0268,0.062,1835
1/9/2004,79.4,104,46.35,45.08,51.7,50.32,44.37,47.58,37.49,47.79,,,77.8,4.4,7385,19476000000,,,,,,,4235,2900,3241,0.068,0.032,72.4,0.006954103,333880,13120.03027,24500,0.000445897,0.05033,0.01,0.639,2690000000,6629000000,1145,4379,2170,0.0268,0.062,1835
1/10/2004,82.4,109,47.22,45.98,52.25,51.36,44.26,49.65,38.66,48.69,,,77.9,4.3,8811,26585000000,,,,,,,4736,2829,4130,0.067,0.032,72.7,0.005532503,352181,13054.66016,25000,0.000767497,0.05125,0.0016,0.653,3915000000,8529000000,1624,5369,2170,0.0268,0.062,1835
1/11/2004,80.9,109.6,48.88,47.6,54.35,51.99,47.03,51.06,40.04,50.38,,,78.9,4.4,11281,34975000000,,,,,,,5225,2938,4607,0.067,0.032,72.8,0.004137931,352181,14060.04981,25000,-0.002537931,0.05046,0.0076,0.645,2323000000,8822000000,1064,5776,2170,0.0268,0.062,1835
1/12/2004,81.5,111.2,49.52,48.19,55.22,52.8,47.89,51.12,40.13,50.98,,,79,4.4,8166,23884000000,,,,,,,5092,3076,5220,0.065,0.031,72.9,0.004132231,352181,14230.13965,25000,0.000267769,0.05,0.0028,0.639,2503000000,8545000000,1221,5355,2170,0.0268,0.062,1835
1/1/2005,83.8,115.5,49.47,48.12,55.3,53.04,47.67,51.81,39.28,50.81,,,80.4,4.4,7909,23290000000,,,,,,,4852,3807,4651,0.064,0.031,72.6,-0.002747253,327783,13721.69043,26000,0.006747253,0.05,0.0056,0.627,3442000000,7606000000,1504,4978,1443,0.0177,0.06,1154
1/2/2005,87.9,114.8,50.63,49.31,56.19,53.92,49.77,52.35,40.33,51.82,,,80.6,4.2,8260,23487000000,,,,,,,4210,3241,3088,0.061,0.03,72.9,0.008298755,327783,14195.34961,26000,0.004401245,0.05,0.0172,0.653,2828000000,7718000000,1210,4592,1443,0.0177,0.06,1154
1/3/2005,93.1,120.4,52.35,51.06,57.57,56.05,51.38,53.89,41.86,53.3,,,81.8,4,8673,26688000000,,,,,,,4519,3873,3605,0.061,0.031,72.9,0.006906077,327783,13516.87988,26000,0.013093923,0.05089,0.0253,0.658,3239000000,12115000000,1257,7229,1443,0.0177,0.06,1154
1/4/2005,93.8,124,54.8,53.48,60.18,58.42,53.98,55.32,44.47,55.52,,,83.3,4.1,14124,38662000000,,,,,,,4338,3420,3053,0.059,0.03,73,0.002747253,338730,13908.96973,25000,0.020052747,0.0525,0.0196,0.655,2426000000,15910000000,934,9528,1443,0.0177,0.06,1154
1/5/2005,93.8,122.3,55.44,54.15,60.52,58.95,54.66,57.27,44.84,56.13,,,84.5,4.1,12463,45800000000,,,,,,,4332,3221,3694,0.057,0.03,73,0.006896552,338730,13867.07031,25000,0.017903448,0.05395,0.0347,0.64,1780000000,12108000000,886,7574,1443,0.0177,0.06,1154
1/6/2005,91.2,123.7,55.75,54.5,60.58,59.68,55.19,57.01,44.89,56.41,,,85,4.2,10750,30628000000,,,,,,,4318,3326,3134,0.057,0.028,73.2,0.011049724,338730,14201.05957,25000,0.021250276,0.0575,0.034,0.639,1969000000,10215000000,893,6438,1443,0.0177,0.06,1154
1/7/2005,91.1,123.9,55.43,54.12,60.82,58.43,55.54,56.11,45.14,55.84,,,86,4.3,7497,24337000000,,,,,,,4569,3160,2858,0.057,0.028,73.3,0.011034483,363813,14880.98047,25000,0.021565517,0.06266,0.034,0.613,999000000,7381000000,476,4797,1443,0.0177,0.06,1154
1/8/2005,92.3,124.2,55.51,54.05,61.92,58.77,55.8,55.05,44.68,55.56,,,86.1,4.3,7298,22015000000,,,,,,,4874,3143,2639,0.057,0.027,73.2,0.012448133,363813,14903.54981,25000,0.021951867,0.06669,0.0363,0.618,929000000,7907000000,387,5184,1443,0.0177,0.06,1154
1/9/2005,92.4,125.4,55.75,54.34,61.7,59.79,55.19,55.72,44.88,55.56,,,87.8,4.3,7100,17933000000,,,,,,,4940,2705,3593,0.055,0.026,73.5,0.01519337,363813,15428.51953,25000,0.02170663,0.06817,0.0418,0.608,1166000000,7560000000,509,4802,1443,0.0177,0.06,1154
1/10/2005,90.2,124.7,55.11,53.69,61.15,58.7,54.1,55.64,44.9,54.68,,,88.6,4.5,8554,29907000000,,,,,,,5055,2905,3610,0.053,0.025,73.7,0.013755158,381799,14386.37012,25000,0.027844842,0.07,0.0421,0.607,1610000000,6901000000,692,4453,1443,0.0177,0.06,1154
1/11/2005,86.9,121.3,54.04,52.52,60.85,58.03,52.65,54.12,43.72,53.45,,,88.5,4.6,6308,19411000000,,,,,,,5557,2732,4545,0.053,0.024,73.7,0.012362637,381799,14937.13965,25000,0.026537363,0.07467,0.0406,0.602,2024000000,5509000000,916,3788,1443,0.0177,0.06,1154
1/12/2005,88.5,123,52.69,51.12,59.88,55.74,51.96,52.72,42.8,51.8,,,88,4.5,4426,10673000000,,,,,,,5560,3150,4548,0.053,0.025,73.8,0.012345679,381799,14876.42969,25000,0.027954321,0.07637,0.041,0.593,1740000000,5048000000,823,3424,1443,0.0177,0.06,1154
